Year,Ceremony,Award,Winner,Name,Film,Revenue,Budget,Runtime,Vote_average_list,Vote_count,Popularity,Genre,IMDb Rating,Rotten Tomato Score,MPPA Rating,Director(s)
1986,59,Best Picture,0,Hannah and Her Sisters ,"Robert Greenhut, Producer",40084041,6400000,107,7.6,367,8.34,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.8,93,PG-13,Woody Allen
1986,59,Best Picture,0,The Mission ,"Fernando Ghia and David Puttnam, Producers",17218023,24500000,126,7.3,486,8.828,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",7.4,63,PG,Roland Joffe
1986,59,Best Picture,1,Platoon ,"Arnold Kopelson, Producer",138530565,6000000,120,7.7,1834,9.433,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",8.1,89,R,Oliver Stone
1986,59,Best Picture,0,A Room with a View ,"Ismail Merchant, Producer",20966644,3000000,117,7.1,279,5.943,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.2,100,PG,James Ivory
1987,60,Best Picture,0,Broadcast News ,"James L. Brooks, Producer",51249404,20000000,133,6.8,145,5.554,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.2,98,R,James L. Brooks
1987,60,Best Picture,0,Fatal Attraction ,"Stanley R. Jaffe and Sherry Lansing, Producers",320145693,14000000,119,6.7,518,8.765,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",6.9,75,R,Adrian Lyne
1987,60,Best Picture,0,Hope and Glory ,"John Boorman, Producer",10000000,9300000,113,6.7,64,3.833,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]",7.3,97,PG,John Boorman
1987,60,Best Picture,1,The Last Emperor ,"Jeremy Thomas, Producer",43984230,23000000,163,7.5,544,8.062,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.7,86,PG-13,Bernardo Bertolucci
1987,60,Best Picture,0,Moonstruck ,"Patrick Palmer and Norman Jewison, Producers",80640528,15000000,102,6.8,295,7.901,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.2,94,PG,Norman Jewison
1988,61,Best Picture,0,The Accidental Tourist ,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",32600000,15000000,121,6.2,83,5.793,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",6.7,82,PG,Lawrence Kasdan
1988,61,Best Picture,0,Dangerous Liaisons ,"Norma Heyman and Hank Moonjean, Producers",34670720,14000000,119,7.2,447,8.262,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.5,93,R,Stephen Frears
1988,61,Best Picture,0,Mississippi Burning ,"Frederick Zollo and Robert F. Colesberry, Producers",34604000,15000000,128,7.6,555,6.8,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.8,79,R,Alan Parker
1988,61,Best Picture,1,Rain Man ,"Mark Johnson, Producer",412800000,25000000,134,7.7,2718,10.141,"[{'id': 18, 'name': 'Drama'}]",8,89,R,Barry Levinson
1988,61,Best Picture,0,Working Girl ,"Douglas Wick, Producer",103173635,28000000,114,6.5,373,8.854,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.8,84,R,Mike Nichols
1989,62,Best Picture,0,Born on the Fourth of July ,"A. Kitman Ho and Oliver Stone, Producers",161001698,14000000,145,6.9,633,10.588,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.2,84,R,Oliver Stone
1989,62,Best Picture,0,Dead Poets Society ,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",235860116,16400000,128,8.3,4835,12.923,"[{'id': 18, 'name': 'Drama'}]",8.1,84,PG,Peter Weir
1989,62,Best Picture,1,Driving Miss Daisy ,"Richard D. Zanuck and Lili Fini Zanuck, Producers",145793296,7500000,99,7.2,549,10.511,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.3,85,PG,Bruce Beresford
1989,62,Best Picture,0,Field of Dreams ,"Lawrence Gordon and Charles Gordon, Producers",84431625,15000000,107,7.1,589,12.311,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",7.5,88,PG,Phil Alden Robinson
1989,62,Best Picture,0,My Left Foot ,"Noel Pearson, Producer",14743391,645180,103,7.7,323,9.509,"[{'id': 18, 'name': 'Drama'}]",7.8,98,R,Jim Sheridan
1990,63,Best Picture,0,Awakenings ,"Walter F. Parkes and Lawrence Lasker, Producers",52096475,29000000,120,7.7,929,9.963,"[{'id': 18, 'name': 'Drama'}]",7.8,84,PG-13,Penny Marshall
1990,63,Best Picture,1,Dances With Wolves ,"Jim Wilson and Kevin Costner, Producers",424208848,22000000,181,7.8,1674,15.716,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",8,87,PG-13,Kevin Costner
1990,63,Best Picture,0,Ghost ,"Lisa Weinstein, Producer",505000000,22000000,127,7,2328,11.95,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",7.1,75,PG-13,Jerry Zucker
1990,63,Best Picture,0,"The Godfather, Part III ","Francis Ford Coppola, Producer",136766062,54000000,162,7.3,2474,14.743,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.6,66,R,Francis Ford Coppola
1990,63,Best Picture,0,Good Fellas ,"Irwin Winkler, Producer",2500000,927262,107,8.2,640,10.652,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",8.7,96,R,Martin Scorsese
1991,64,Best Picture,0,Beauty and the Beast ,"Don Hahn, Producer",377350553,25000000,84,7.7,4917,14.895,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",8,94,G,"Gary Trousdale, Kirk Wise"
1991,64,Best Picture,0,Bugsy ,"Mark Johnson, Barry Levinson and Warren Beatty, Producers",49114016,30000000,134,6.3,122,6.164,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.8,69,R,Barry Levinson
1991,64,Best Picture,0,JFK ,"A. Kitman Ho and Oliver Stone, Producers",205405498,40000000,189,7.7,772,7.635,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",8,84,R,Oliver Stone
1991,64,Best Picture,0,The Prince of Tides ,"Barbra Streisand and Andrew Karsch, Producers",74787599,30000000,132,6.5,94,6.092,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.8,69,PG-13,Barbra Streisand
1991,64,Best Picture,1,The Silence of the Lambs ,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",272742922,19000000,119,8.2,7230,4.12,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8.6,95,R,Johnathan Demme
1992,65,Best Picture,0,The Crying Game ,"Stephen Woolley, Producer",62548947,3705538,112,6.9,276,7.092,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.2,94,R,Neil Jordan
1992,65,Best Picture,0,A Few Good Men ,"David Brown, Rob Reiner and Andrew Scheinman, Producers",243240178,40000000,138,7.3,1381,8.392,"[{'id': 18, 'name': 'Drama'}]",7.7,84,R,Rob Reiner
1992,65,Best Picture,0,Howards End ,"Ismail Merchant, Producer",26126837,8000000,140,7.2,175,8.954,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.4,94,PG,James Ivory
1992,65,Best Picture,0,Scent of a Woman ,"Martin Brest, Producer",134095253,31000000,157,7.5,1158,9.412,"[{'id': 18, 'name': 'Drama'}]",8,88,R,Martin Brest
1992,65,Best Picture,1,Unforgiven ,"Clint Eastwood, Producer",159157447,14000000,131,7.9,1686,12.314,"[{'id': 37, 'name': 'Western'}]",8.2,96,R,Clint Eastwood
1993,66,Best Picture,0,The Fugitive ,"Arnold Kopelson, Producer",368875760,44000000,131,7.3,1808,11.431,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",7.8,96,PG-13,Andrew Davis
1993,66,Best Picture,0,In the Name of the Father ,"Jim Sheridan, Producer",65796862,13000000,133,7.9,626,6.367,"[{'id': 18, 'name': 'Drama'}]",8.1,95,R,Jim Sheridan
1993,66,Best Picture,0,The Piano ,"Jan Chapman, Producer",116700000,7000000,121,7.3,492,9.408,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.5,90,R,Jane Campion
1993,66,Best Picture,0,The Remains of the Day ,"Mike Nichols, John Calley and Ismail Merchant, Producers",23237911,11500000,134,7.6,383,7.518,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.8,95,PG,James Ivory
1993,66,Best Picture,1,Schindler's List ,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",321365567,22000000,195,8.5,6792,23.276,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",9,98,R,Steven Spielberg
1994,67,Best Picture,1,Forrest Gump ,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",677945399,55000000,142,8.4,12599,26.235,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.8,71,PG-13,Robert Zemeckis
1994,67,Best Picture,0,Four Weddings and a Funeral ,"Duncan Kenworthy, Producer",254700832,6000000,117,6.7,1095,7.773,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.1,92,R,Mike Newell
1994,67,Best Picture,0,Pulp Fiction ,"Lawrence Bender, Producer",213928762,8000000,154,8.4,13152,28.08,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8.9,92,R,Quentin Tarantino
1994,67,Best Picture,0,Quiz Show ,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",52200000,31000000,133,7.3,376,7.251,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",7.5,97,PG-13,Robert Redford
1994,67,Best Picture,0,The Shawshank Redemption ,"Niki Marvin, Producer",28341469,25000000,142,8.6,11467,21.826,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",9.3,89,R,Frank Darabont
1995,68,Best Picture,0,Apollo 13 ,"Brian Grazer, Producer",355237933,52000000,140,7.4,2427,20.011,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.7,96,PG,Ron Howard
1995,68,Best Picture,0,Babe ,"George Miller, Doug Mitchell and Bill Miller, Producers",254134910,30000000,89,6.1,1270,12.489,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.9,97,G,Chris Noonan
1995,68,Best Picture,1,Braveheart ,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",210000000,72000000,177,7.8,4842,17.607,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",8.3,76,R,Mel Gibson
1995,68,Best Picture,0,The Postman (Il Postino) ,"Mario Cecchi Gori, Vittorio Cecchi Gori and Gaetano Daniele, Producers",30000000,80000000,108,7.9,372,8.725,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.7,94,PG,Michael Radford
1995,68,Best Picture,0,Sense and Sensibility ,"Lindsay Doran, Producer",134582776,16000000,136,7.4,587,9.045,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.7,98,PG,Ang Lee
1996,69,Best Picture,1,The English Patient ,"Saul Zaentz, Producer",231976425,27000000,162,7.1,875,11.814,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",7.4,85,R,Anthony Minghella
1996,69,Best Picture,0,Fargo ,"Ethan Coen, Producer",60611975,7000000,98,7.8,3294,10.266,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8.1,94,R,Joel Coen
1996,69,Best Picture,0,Jerry Maguire ,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",273552592,50000000,139,6.8,1393,8.868,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.3,84,R,Cameron Crowe
1996,69,Best Picture,0,Secrets & Lies ,"Simon Channing-Williams, Producer",13417292,4500000,142,7.5,202,6.599,"[{'id': 18, 'name': 'Drama'}]",8,96,R,Mike Leigh
1996,69,Best Picture,0,Shine ,"Jane Scott, Producer",35892330,5500000,105,7.4,232,6.054,"[{'id': 18, 'name': 'Drama'}]",7.7,91,PG-13,Scott Hicks
1997,70,Best Picture,0,As Good as It Gets ,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",314178011,50000000,139,7.4,1471,15.208,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.7,85,PG-13,James L. Brooks
1997,70,Best Picture,0,The Full Monty ,"Uberto Pasolini, Producer",257850122,3500000,91,6.9,654,9.302,"[{'id': 35, 'name': 'Comedy'}]",7.2,96,R,Peter Catteneo
1997,70,Best Picture,0,Good Will Hunting ,"Lawrence Bender, Producer",225933435,10000000,127,8,4772,16.918,"[{'id': 18, 'name': 'Drama'}]",8.3,97,R,Gus Van Sant
1997,70,Best Picture,0,L.A. Confidential ,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",126216940,35000000,138,7.8,2016,12.814,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",8.2,99,R,Curtis Hanson
1997,70,Best Picture,1,Titanic ,"James Cameron and Jon Landau, Producers",1845034188,200000000,194,7.7,12186,18.846,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",7.9,88,PG-13,James Cameron
1998,71,Best Picture,0,Elizabeth ,"Alison Owen, Eric Fellner and Tim Bevan, Producers",82150642,30000000,124,7.2,560,8.316,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.4,83,R,Shekhar Kapur
1998,71,Best Picture,0,Life Is Beautiful ,"Elda Ferri and Gianluigi Braschi, Producers",229400000,20000000,116,8.4,6164,13.366,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",8.6,80,PG-13,Roberto Benigni
1998,71,Best Picture,0,Saving Private Ryan ,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers",481840909,70000000,169,8,7311,22.75,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",8.6,94,R,Steven Spielberg
1998,71,Best Picture,1,Shakespeare in Love ,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",289317794,25000000,122,6.9,1441,10.658,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",7.1,92,R,John Madden
1998,71,Best Picture,0,The Thin Red Line ,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers",98126565,52000000,170,7.3,1213,10.128,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",7.6,80,R,Terrence Malick
1999,72,Best Picture,1,American Beauty ,"Bruce Cohen and Dan Jinks, Producers",356296601,15000000,122,8,5549,19.715,"[{'id': 18, 'name': 'Drama'}]",8.3,87,R,Sam Mendes
1999,72,Best Picture,0,The Cider House Rules ,"Richard N. Gladstein, Producer",88545092,24000000,126,7,462,6.561,"[{'id': 18, 'name': 'Drama'}]",7.4,72,PG-13,Lasse Hallstrom
1999,72,Best Picture,0,The Green Mile ,"David Valdes and Frank Darabont, Producers",284600000,60000000,189,8.4,6896,25.67,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8.6,78,R,Frank Darabont
1999,72,Best Picture,0,The Insider ,"Michael Mann and Pieter Jan Brugge, Producers",60289912,90000000,157,7.4,724,7.914,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.8,96,R,Michael Mann
1999,72,Best Picture,0,The Sixth Sense ,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",672806292,40000000,107,7.8,5149,18.728,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",8.2,86,PG-13,M. Night Shyamalan
2000,73,Best Picture,0,Chocolat ,"David Brown, Kit Golden and Leslie Holleran, Producers",152500343,25000000,121,6.9,1573,8.086,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.2,63,PG-13,Lasse Hallstrom
2000,73,Best Picture,0,"Crouching Tiger, Hidden Dragon ","Bill Kong, Hsu Li Kong and Ang Lee, Producers",213525736,17000000,120,7.3,1390,10.483,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",7.9,98,PG-13,Ang Lee
2000,73,Best Picture,0,Erin Brockovich ,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",256271286,52000000,131,7.2,1243,7.245,"[{'id': 18, 'name': 'Drama'}]",7.4,85,R,Steven Soderbergh
2000,73,Best Picture,1,Gladiator ,"Douglas Wick, David Franzoni and Branko Lustig, Producers",457640427,103000000,155,8.1,8389,21.014,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",8.5,77,R,Ridley Scott
2000,73,Best Picture,0,Traffic ,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",207515725,48000000,147,7,869,12.625,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",7.6,92,R,Steven Soderbergh
2001,74,Best Picture,1,A Beautiful Mind ,"Brian Grazer and Ron Howard, Producers",313542341,60000000,135,7.8,4721,16.316,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.2,74,PG-13,Ron Howard
2001,74,Best Picture,0,Gosford Park ,"Robert Altman, Bob Balaban and David Levy, Producers",87754044,19800000,137,7,394,6.709,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.2,86,R,Robert Altman
2001,74,Best Picture,0,In the Bedroom ,"Graham Leader, Ross Katz and Todd Field, Producers",44800000,1700000,130,6.8,133,5.419,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.4,93,R,Todd Field
2001,74,Best Picture,0,The Lord of the Rings: The Fellowship of the Ring ,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",871368364,93000000,178,8.2,12719,41.611,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",8.8,91,PG-13,Peter Jackson
2001,74,Best Picture,0,Moulin Rouge ,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",197000000,50000000,119,6.7,28,3.097,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",7.6,76,PG-13,Baz Luhrmann
2002,75,Best Picture,1,Chicago ,"Martin Richards, Producer",306776732,45000000,113,7.1,1115,11.807,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",7.2,86,PG-13,Rob Marshall
2002,75,Best Picture,0,Gangs of New York ,"Alberto Grimaldi and Harvey Weinstein, Producers",193772504,100000000,167,7.2,2991,15.273,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}]",7.5,73,R,Martin Scorsese
2002,75,Best Picture,0,The Hours ,"Scott Rudin and Robert Fox, Producers",41597830,25000000,114,7.3,735,8.451,"[{'id': 18, 'name': 'Drama'}]",7.5,80,PG-13,Stephen Daldry
2002,75,Best Picture,0,The Lord of the Rings: The Two Towers ,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",926287400,79000000,179,8.2,10980,43.001,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",8.8,95,PG-13,Peter Jackson
2002,75,Best Picture,0,The Pianist ,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",120072577,35000000,150,8.2,3223,23.02,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",8.5,95,R,Roman Polanski
2003,76,Best Picture,1,The Lord of the Rings: The Return of the King ,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",1118888979,94000000,201,8.4,11593,32.474,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",9,94,PG-13,Peter Jackson
2003,76,Best Picture,0,Lost in Translation ,"Ross Katz and Sofia Coppola, Producers",119723856,4000000,102,7.4,2913,14.701,"[{'id': 18, 'name': 'Drama'}]",7.7,95,R,Sofia Coppola
2003,76,Best Picture,0,Master and Commander: The Far Side of the World ,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",212011111,150000000,138,7.1,1274,18.58,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",7.4,85,PG-13,Ptere Weir
2003,76,Best Picture,0,Mystic River ,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",156822020,25000000,138,7.7,2496,8.916,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.9,88,R,Clint Eastwood
2003,76,Best Picture,0,Seabiscuit ,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",148336445,87000000,141,6.9,350,7.38,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.3,78,PG-13,Gary Ross
2004,77,Best Picture,0,The Aviator ,"Michael Mann and Graham King, Producers",102000000,116000000,170,7.1,2319,14.428,"[{'id': 18, 'name': 'Drama'}]",7.5,86,PG-13,Martin Scorsese
2004,77,Best Picture,0,Finding Neverland ,"Richard N. Gladstein and Nellie Bellflower, Producers",116766556,25000000,106,7.3,1998,15.96,"[{'id': 18, 'name': 'Drama'}]",7.6,83,PG,Marc Forster
2004,77,Best Picture,1,Million Dollar Baby ,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",216763646,30000000,132,7.9,4112,12.817,"[{'id': 18, 'name': 'Drama'}]",8.1,90,PG-13,Clint Eastwood
2004,77,Best Picture,0,Ray ,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers",124731534,40000000,152,7.3,729,8.12,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",7.7,80,PG-13,Taylor Hackford
2004,77,Best Picture,0,Sideways ,"Michael London, Producer",109502303,16000000,127,7.1,701,7.818,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.5,97,R,Alexander Payne
2005,78,Best Picture,0,Brokeback Mountain ,"Diana Ossana and James Schamus, Producers",178043761,14000000,134,7.7,2745,15.518,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.7,88,R,Ang Lee
2005,78,Best Picture,0,Capote ,"Caroline Baron, William Vince and Michael Ohoven, Producers",49084830,7000000,114,7,605,5.588,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.3,89,R,Bennett Miller
2005,78,Best Picture,1,Crash ,"Paul Haggis and Cathy Schulman, Producers",98410061,6500000,112,7.3,1680,11.192,"[{'id': 18, 'name': 'Drama'}]",7.7,74,R,Paul Haggis
2005,78,Best Picture,0,"Good Night, and Good Luck. ","Grant Heslov, Producer",54600000,7000000,93,7.1,393,5.259,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.4,93,PG,George Clooney
2005,78,Best Picture,0,Munich ,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",130358911,70000000,164,7.1,1079,8.848,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",7.5,78,R,Steven Spielberg
2006,79,Best Picture,0,Babel ,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers",135330182,25000000,143,7,1625,10.612,"[{'id': 18, 'name': 'Drama'}]",7.5,69,R,Alejandro G. Inarritu
2006,79,Best Picture,1,The Departed ,"Graham King, Producer",289847354,90000000,151,8.1,6750,19.802,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8.5,91,R,Martin Scorsese
2006,79,Best Picture,0,Letters from Iwo Jima ,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",68673228,19000000,141,7.4,843,7.807,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.8,91,R,Clint Eastwood
2006,79,Best Picture,0,Little Miss Sunshine ,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",100523181,8000000,102,7.6,2933,7.143,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.8,91,R,"Valerie Faris, Jonathan Dayton"
2006,79,Best Picture,0,The Queen ,"Andy Harries, Christine Langan and Tracey Seaward, Producers",123384128,15000000,103,7,543,5.492,"[{'id': 18, 'name': 'Drama'}]",7.3,96,PG-13,Stephen Frears
